ID,Profit99,Online99,Age99,Inc99,Tenure99
5909,-3,0,4,3,1.91
5910,131,0,3,9,27.91
5911,502,1,5,3,19.5
5912,-45,0,4,6,5.75
5913,-74,0,4,9,3.08
5914,102,0,6,3,39.83
5915,-85,0,3,5,23.66
5916,-146,0,2,7,7
5917,-24,0,3,7,7.58
5918,-3,0,2,6,3.33
5919,459,0,6,7,11.16
5920,-47,1,2,9,4.75
5921,476,0,7,8,21.83
5922,352,0,3,6,6
5923,-9,0,3,6,15
5924,242,0,3,7,1.5
5925,-118,0,6,4,17.91
5926,156,0,3,9,9.08
5927,1,0,4,4,8.33
5928,-61,0,4,3,7.5
5929,-41,0,2,9,15.66
5930,374,0,2,4,1.41
5931,-85,0,2,9,1.08
5932,940,0,3,9,10.91
5933,1418,0,4,9,5.75
5934,-2,0,3,3,6.58
5935,145,0,5,9,2.5
5936,-28,0,3,1,5.16
5937,-19,0,4,4,22.5
5938,12,0,7,5,11.33
5939,129,0,6,6,17.5
5940,-22,0,5,9,6.66
5941,650,0,3,4,1.5
5942,-124,1,2,6,4.83
5943,-97,0,5,3,4.08
5944,132,1,2,5,5.66
5945,-156,0,4,6,5.41
5946,190,0,3,6,6.41
5947,-77,0,6,1,3.91
5948,-146,0,5,2,28.16
5949,-169,0,3,7,5.25
5950,13,0,6,9,5.75
5951,434,0,4,6,27.75
5952,-16,0,4,3,10.91
5953,-45,0,4,4,8.33
5954,448,0,5,7,24.75
5955,-23,0,4,5,9.75
5956,-55,0,5,6,7.25
5957,437,0,4,8,25.16
5958,1212,0,3,3,3
5959,662,0,5,6,7.83
5960,-121,0,5,3,11.66
5961,476,1,5,9,7.66
5962,235,0,3,7,10.83
5963,169,0,4,7,15.75
5964,-179,0,2,9,5.33
5965,34,0,3,4,3.66
5966,653,0,3,5,8.25
5967,187,0,6,7,20.83
5968,10,0,7,6,0.16
5969,-36,1,2,9,7.33
5970,-12,0,5,6,9.91
5971,7,0,5,6,17.66
5972,46,0,3,6,5.41
5973,145,0,4,8,6.33
5974,0,0,2,3,6.5
5975,522,0,3,7,0.91
5976,-8,0,5,5,22.58
5977,338,0,4,9,14.25
5978,238,0,5,8,9.83
5979,117,0,4,5,8.16
5980,438,0,7,1,22.08
5981,-6,0,5,8,2.75
5982,-36,0,4,6,18.58
5983,-5,0,2,3,0.5
5984,59,0,7,6,5.33
5985,-109,0,2,5,7.33
5986,-26,0,5,3,30.66
5987,124,0,3,5,7.83
5988,-21,1,6,6,5.5
5989,381,0,4,9,14.5
5990,308,0,5,5,7.83
5991,89,0,3,4,3.08
5992,-20,0,7,5,7.58
5993,15,0,2,4,16.58
5994,-8,0,5,7,11.5
5995,-24,0,7,9,13.16
5996,873,0,6,3,24.08
5997,138,0,3,6,22.66
5998,61,0,2,1,5.66
5999,2,0,4,6,23
6000,-22,0,5,5,5.75
6001,224,0,6,5,17.33
6002,-178,0,3,6,11.5
6003,-114,0,1,4,5.58
6004,-51,1,2,5,3.25
6005,288,0,7,7,0.66
6006,23,0,5,6,7.58
6007,-22,0,1,3,6.58
6008,-34,0,4,5,5.91
6009,-125,0,6,4,4.66
6010,194,0,6,4,2.91
6011,-75,0,5,6,29.91
6012,88,0,3,8,9
6013,195,0,5,3,33.5
6014,18,1,3,9,11.83
6015,-80,0,4,6,9.75
6016,1553,0,7,5,30.08
6017,1281,0,7,3,10.58
6018,-53,1,2,6,7.33
6019,108,0,1,1,4.5
6020,358,1,4,6,15.33
6021,120,0,5,7,17.83
6022,-61,0,3,1,11.58
6023,-46,1,4,4,1.5
6024,-124,0,5,6,4.58
6025,-27,0,4,4,12.83
6026,221,0,3,7,3.66
6027,-59,0,7,7,12.75
6028,532,0,5,9,27.75
6029,-129,0,2,1,3.41
6030,-25,0,3,4,6.25
6031,-36,0,2,1,0.83
6032,-57,0,2,6,1.75
6033,158,0,4,6,20.25
6034,1411,0,3,9,14.83
6035,-15,0,2,6,14
6036,-162,1,4,4,5.08
6037,90,0,4,5,11
6038,-63,0,6,1,24.58
6039,-63,0,5,9,29.91
6040,115,0,3,3,12.16
6041,-39,0,5,5,7.66
6042,33,0,5,8,10.25
6043,98,0,2,6,5.83
6044,31,0,1,5,4.5
6045,227,0,4,3,4.41
6046,-108,0,2,7,4.75
6047,-19,0,4,1,8.41
6048,-16,0,4,4,19.91
6049,30,0,1,7,3.83
6050,908,0,7,3,17.16
6051,-3,0,3,6,6.25
6052,-30,0,1,1,0.58
6053,102,0,4,4,13.83
6054,-103,0,7,1,22.08
6055,-95,0,4,4,15.58
6056,137,0,4,5,6.66
6057,91,0,4,7,20.58
6058,-26,0,1,7,5.41
6059,-10,0,1,3,6.16
6060,441,1,2,7,4.5
6061,106,0,5,6,15.83
6062,265,0,6,9,20.83
6063,165,1,3,7,1.75
6064,-29,0,5,7,4.41
6065,140,0,3,9,7.41
6066,-52,1,5,1,2.33
6067,176,0,2,6,0.5
6068,-121,1,4,7,0.75
6069,25,0,4,5,8.75
6070,-155,0,5,3,7.25
6071,-2,0,3,7,2.58
6072,285,1,3,6,14.58
6073,612,1,5,6,8.25
6074,937,1,3,8,4.83
6075,317,0,2,9,5.5
6076,176,0,7,1,28.75
6077,-70,1,4,5,2.08
6078,115,0,4,7,5.83
6079,1207,0,6,3,5.75
6080,246,0,3,9,8.25
6081,720,1,4,9,6.75
6082,261,0,4,4,9.91
6083,207,0,2,6,3.91
6084,-27,0,6,5,2.41
6085,102,0,3,1,19.08
6086,-17,1,3,5,7
6087,-21,0,4,5,7.33
6088,355,0,4,9,5.5
6089,-25,0,2,3,3.08
6090,145,0,5,6,32.16
6091,-59,0,7,6,17
6092,63,0,6,1,6.33
6093,78,0,5,9,25.41
6094,52,0,4,8,14.58
6095,-97,0,3,5,24.16
6096,-56,1,4,9,0.5
6097,219,0,7,5,17
6098,-61,0,5,1,1.83
6099,-50,0,6,1,2.5
6100,-91,0,6,4,3.08
6101,181,0,4,7,15.91
6102,133,1,3,8,7.58
6103,-1,0,4,7,9.41
6104,-122,1,2,5,4.25
6105,99,0,7,1,22
6106,-75,0,7,9,30.25
6107,-33,1,3,1,10.16
6108,9,0,3,6,3.83
6109,131,0,5,9,25
6110,17,0,5,1,5.25
6111,491,0,7,6,15.66
6112,-35,0,4,1,11
6113,-117,1,2,1,6.41
6114,35,0,5,1,17.25
6115,-58,0,3,1,3.83
6116,-66,0,3,9,2.41
6117,230,0,3,1,7.25
6118,4,1,3,6,7
6119,-60,0,7,7,15.75
6120,106,0,7,1,12.66
6121,326,0,6,2,19.25
6122,292,0,4,7,7.75
6123,34,0,5,6,1.41
6124,-3,0,4,5,3.83
6125,228,0,3,9,10.16
6126,41,0,5,2,1.58
6127,-108,0,2,6,5.66
6128,115,0,6,7,2.75
6129,-20,0,4,5,24.08
6130,-28,0,4,2,1.91
6131,-102,0,4,4,6.66
6132,-53,0,2,8,5.91
6133,87,0,3,9,9.66
6134,-11,0,7,3,12.83
6135,-6,0,6,6,0.5
6136,68,0,2,7,7.5
6137,60,0,5,3,17.75
6138,229,0,1,6,5.41
6139,259,1,3,5,14.91
6140,681,0,4,6,12.08
6141,-30,0,7,5,26.58
6142,-35,0,2,3,3.66
6143,-43,0,3,6,0.58
6144,104,0,4,4,4.91
6145,-89,0,6,3,12.58
6146,-24,0,2,6,1.08
6147,-3,0,2,6,2.25
6148,247,0,3,6,6
6149,363,1,3,9,16.08
6150,307,0,3,9,3.08
6151,-112,0,3,7,16.25
6152,-75,0,4,7,5.41
6153,38,0,4,6,9.5
6154,443,0,4,7,2.25
6155,-29,0,2,6,5.16
6156,-163,0,4,6,17.08
6157,105,1,7,3,7.08
6158,-61,0,4,7,0.75
6159,52,0,4,9,9.41
6160,50,0,3,6,7.91
6161,31,0,6,4,22.25
6162,105,0,5,7,7.83
6163,-161,0,2,7,5.91
6164,92,0,5,6,10.83
6165,600,0,3,5,3.33
6166,-15,0,2,4,8.5
6167,-124,0,3,6,20.41
6168,-45,0,3,4,15
6169,58,1,2,6,9.75
6170,7,0,2,7,33.5
6171,33,0,5,8,5.58
6172,-77,0,3,7,21.08
6173,318,0,5,8,29.5
6174,-115,0,4,9,12.66
6175,-62,0,4,3,21.08
6176,0,0,1,3,5.16
6177,-47,0,4,7,6.58
6178,-9,0,4,9,3.5
6179,316,0,5,3,4.75
6180,321,0,3,6,3.75
6181,595,0,5,8,13.16
6182,23,0,4,1,1.08
6183,-129,1,4,6,25.83
6184,50,0,3,9,11
6185,342,0,3,9,6.25
6186,-65,0,2,4,7.5
6187,-165,0,7,9,4.16
6188,-74,0,7,5,6.5
6189,82,0,6,6,6.83
6190,-26,0,2,6,1.5
6191,9,0,3,4,9.58
6192,22,0,2,6,5.75
6193,806,0,5,9,9.25
6194,155,0,3,1,3.83
6195,21,0,4,6,6.41
6196,12,0,7,6,31.83
6197,-42,0,5,1,31.83
6198,-31,1,6,5,6.25
6199,5,0,2,6,3
6200,-27,1,5,9,7.75
6201,34,1,4,4,21.58
6202,-4,1,2,8,1.83
6203,-33,0,6,6,6.91
6204,15,0,4,2,8.66
6205,20,0,6,6,10.75
6206,206,0,7,7,5.33
6207,-2,0,2,4,9.33
6208,5,0,7,3,6.25
6209,1122,1,5,7,22.08
6210,-41,0,2,1,6.83
6211,265,0,5,4,12.91
6212,-27,0,4,4,3
6213,-8,0,2,1,3.91
6214,173,0,7,3,5.16
6215,44,0,5,8,16.33
6216,119,0,6,1,24.25
6217,-3,0,4,6,2.5
6218,640,0,7,4,20.33
6219,-57,0,5,5,13.25
6220,108,0,5,6,6.5
6221,392,0,2,4,3.66
6222,0,0,4,8,1.58
6223,4,0,5,1,2.66
6224,230,0,6,1,28.41
6225,11,0,4,3,14.33
6226,197,0,4,6,20.41
6227,-54,0,4,6,27.5
6228,-150,0,4,7,17.83
6229,-19,0,3,7,22.5
6230,-61,0,4,4,28.58
6231,-7,0,7,9,11.08
6232,-12,0,3,6,5.58
6233,591,0,5,6,30.66
6234,89,0,3,7,2.66
6235,223,0,4,7,7.08
6236,128,0,4,3,3.75
6237,103,0,7,1,11.25
6238,-95,0,2,5,2.75
6239,-79,0,7,3,11.33
6240,14,0,2,7,3.16
6241,18,0,3,6,4.5
6242,92,0,5,4,14.66
6243,636,0,5,8,31.75
6244,292,0,3,9,7.33
6245,624,0,3,9,11
6246,458,0,6,9,31.58
6247,18,0,7,1,4.83
6248,-18,0,4,3,5
6249,32,1,6,5,7.91
6250,-12,0,2,5,3.58
6251,496,0,6,5,31.33
6252,-8,0,7,6,6.16
6253,9,0,2,2,5.91
6254,153,0,7,1,30.25
6255,10,0,5,6,11.41
6256,346,0,2,9,14.58
6257,-45,1,3,4,8.41
6258,239,0,6,4,17
6259,-37,0,3,3,1.33
6260,134,0,4,8,11.41
6261,-22,0,7,7,20.08
6262,54,0,3,8,12.5
6263,-23,0,7,1,13.83
6264,202,0,6,5,34.25
6265,68,0,5,9,25.91
6266,658,0,7,7,6.33
6267,200,0,5,8,31.83
6268,335,0,4,5,2
6269,164,0,4,4,5.08
6270,1059,0,6,3,16.16
6271,-4,1,5,6,21.16
6272,-11,0,3,3,23.58
6273,24,0,2,7,23.5
6274,-78,0,5,7,8.75
6275,-68,0,7,2,19.5
6276,-87,1,3,6,6.41
6277,163,0,5,1,33.83
6278,-65,1,3,3,5.16
6279,-7,1,1,6,6.75
6280,113,0,2,5,4
6281,106,0,7,3,21.08
6282,24,0,2,8,6.08
6283,-29,0,3,4,11.33
6284,-1,0,7,6,5.08
6285,189,0,2,6,3.83
6286,-23,0,7,3,1.25
6287,29,0,4,6,5.5
6288,676,0,6,2,11.58
6289,142,1,5,7,22.08
6290,283,0,2,3,17.91
6291,107,1,3,6,12.41
6292,150,0,7,4,17.25
6293,-62,0,7,8,10.08
6294,562,0,7,9,17.08
6295,56,0,3,4,12.5
6296,341,0,4,5,19.16
6297,-43,1,2,7,11.5
6298,195,0,2,1,12.58
6299,20,0,5,5,18.91
6300,214,0,5,7,30.08
6301,146,0,3,6,9.5
6302,170,0,6,6,40.66
6303,145,0,2,4,3.66
6304,-3,0,2,3,1.91
6305,-48,0,3,7,4.83
6306,-98,0,2,3,7.41
6307,-102,0,4,6,6.16
6308,-119,0,4,3,24.5
6309,114,0,3,6,3.33
6310,187,0,6,4,27.33
6311,245,0,7,1,32.33
6312,-29,0,2,1,0.58
6313,597,1,7,6,31.83
6314,75,0,4,6,5.83
6315,100,0,6,5,13.41
6316,-24,0,2,3,11.5
6317,266,0,6,3,10.75
6318,592,0,3,9,3.66
6319,684,0,4,6,22.08
6320,435,0,3,5,21.08
6321,-123,0,4,9,8.25
6322,38,0,4,6,4.83
6323,50,0,5,6,16
6324,120,0,3,6,7.91
6325,-33,0,5,3,20.66
6326,-7,0,4,7,19.25
6327,1050,0,6,3,16.75
6328,-32,0,2,3,0.66
6329,-46,0,3,3,1.91
6330,156,0,3,7,7.41
6331,-5,0,7,3,0.66
6332,-39,0,3,3,11.91
6333,90,0,1,1,4.66
6334,141,0,4,6,12.66
6335,184,0,3,1,3.5
6336,440,0,4,6,6.5
6337,-8,0,4,5,6.83
6338,2,0,5,1,0.91
6339,-31,0,5,5,2.33
6340,-68,0,7,8,23.66
6341,238,0,5,6,14.5
6342,495,0,3,7,17.08
6343,369,0,2,7,3.58
6344,73,0,3,5,8.75
6345,-51,0,4,9,13.83
6346,-3,0,3,1,2.08
6347,3,0,5,7,20.83
6348,75,0,5,5,14.91
6349,-60,0,7,2,0.33
6350,10,0,3,7,1.41
6351,205,0,2,7,6.41
6352,-25,0,3,1,3.41
6353,234,1,2,7,6.83
6354,315,0,3,9,20.5
6355,-34,0,7,4,13.08
6356,12,0,3,6,2.83
6357,-1,0,5,7,11.75
6358,295,1,3,9,4.25
6359,15,0,5,1,0.41
6360,370,1,5,8,19.5
6361,442,0,7,9,7.83
6362,-165,0,7,1,10.41
6363,165,1,3,6,14.75
6364,82,0,2,6,25.58
6365,-46,0,3,8,6.16
6366,90,0,3,4,12.66
6367,-15,0,5,6,17
6368,1705,1,4,3,10.66
6369,-3,0,2,4,7.33
6370,667,0,7,9,17.5
6371,-163,1,4,9,10.58
6372,-54,0,3,1,2.25
6373,24,1,4,9,13.75
6374,44,0,7,8,5.5
6375,1140,0,3,4,18.41
6376,-10,0,5,2,14.58
6377,264,0,7,3,13.25
6378,-27,0,4,4,3.08
6379,446,0,5,7,13.75
6380,-33,0,5,3,6.25
6381,837,0,3,7,24.83
6382,106,0,3,8,3.83
6383,-200,1,2,6,4.16
6384,170,1,5,9,15.08
6385,36,0,6,1,30.08
6386,-72,0,3,6,5.25
6387,-111,0,3,9,8.33
6388,-3,0,4,1,5.91
6389,252,0,4,6,26
6390,1026,0,3,9,7.58
6391,243,0,5,4,4.58
6392,-94,0,3,7,11.91
6393,648,0,3,7,16.91
6394,17,0,4,6,18.25
6395,-92,0,2,5,2.5
6396,470,0,7,6,13.41
6397,227,0,3,9,5.25
6398,274,0,6,6,12
6399,366,0,3,3,7.83
6400,-18,1,5,9,7.33
6401,-27,0,2,1,2.66
6402,-27,0,6,5,6.75
6403,11,0,2,9,4.41
6404,-12,0,5,9,8.25
6405,398,0,5,8,1.33
6406,56,1,7,7,22.25
6407,391,0,2,7,5.91
6408,656,0,4,3,2.25
6409,253,0,6,5,27.41
6410,13,1,3,6,8.08
6411,7,0,2,8,9.58
6412,128,0,3,1,8.83
6413,-53,0,5,4,9.83
6414,209,0,4,1,19.08
6415,-18,0,4,6,12.75
6416,212,0,4,7,23.33
6417,-20,0,4,6,4.83
6418,17,0,4,6,6.75
6419,231,0,4,6,1.58
6420,131,0,3,6,17.33
6421,-90,0,3,6,9.75
6422,11,0,7,5,5.33
6423,267,0,6,6,28.83
6424,330,0,5,3,2.33
6425,634,0,3,9,4.5
6426,1561,0,3,8,17.5
6427,-1,1,5,8,3.5
6428,333,0,6,6,10.91
6429,160,0,5,6,6
6430,-20,0,5,7,14.5
6431,1487,0,3,8,5
6432,-24,0,4,6,4.91
6433,-47,0,4,7,3.75
6434,767,0,6,9,30.83
6435,-46,0,3,6,10.83
6436,-56,0,6,4,4.91
6437,-66,1,4,5,13.08
6438,14,0,3,8,10.16
6439,233,0,7,9,19.33
6440,-10,0,6,7,30.08
6441,-21,0,3,4,5.83
6442,215,0,3,3,21.83
6443,691,0,3,9,13.75
6444,-34,0,2,6,0.58
6445,-70,1,2,7,7.5
6446,-31,1,2,5,1.91
6447,-62,1,4,7,6.5
6448,65,0,5,6,3.83
6449,-34,0,4,6,3.5
6450,182,0,4,7,6.25
6451,311,0,5,6,28.66
6452,-169,0,4,1,4.25
6453,91,0,4,5,7.5
6454,310,0,4,9,21.5
6455,32,0,5,7,29.75
6456,8,0,4,6,15.75
6457,-22,0,6,4,33.08
6458,53,0,6,3,10.08
6459,303,0,3,6,10.08
6460,808,0,7,8,13.5
6461,-36,0,2,7,5.25
6462,29,0,5,6,23.5
6463,108,0,2,1,2.41
6464,308,0,7,6,4.91
6465,-111,1,4,5,21.91
6466,-35,0,3,9,5.33
6467,103,0,4,9,13.33
6468,279,0,4,5,22.66
6469,42,1,4,9,1.58
6470,-145,0,2,3,8.58
6471,-26,0,3,6,1.66
6472,115,0,6,9,4.33
6473,-51,0,5,6,5.5
6474,-104,0,4,5,4.66
6475,26,0,4,9,3.5
6476,-57,0,1,3,3.33
6477,224,0,5,4,12.5
6478,-66,0,2,1,4.25
6479,-50,0,3,8,5.58
6480,-31,0,3,8,7.08
6481,1326,0,7,8,21.91
6482,208,0,5,4,25.41
6483,-65,0,3,7,5.83
6484,-28,0,3,3,1.25
6485,-18,0,3,3,6.25
6486,12,0,4,7,15.66
6487,-52,0,4,6,7.83
6488,762,0,3,8,2.41
6489,-51,0,5,1,7.66
6490,1652,0,6,6,33.5
6491,535,1,4,5,33.66
6492,-70,0,6,2,7.66
6493,-97,0,4,6,11
6494,919,0,3,9,7.83
6495,-43,0,2,1,8.41
6496,-41,1,4,9,5.08
6497,-47,0,4,7,2.91
6498,42,0,7,6,3.41
6499,679,0,6,8,27.83
6500,69,0,5,6,27.41
6501,-74,0,4,1,9.58
6502,-7,0,1,6,2.08
6503,-43,0,3,2,6.33
6504,200,0,5,7,15.08
6505,226,0,4,7,10.75
6506,-120,1,3,5,13.16
6507,-123,1,4,6,12.08
6508,212,0,3,7,14.25
6509,286,0,3,3,11.83
6510,-11,0,4,7,23.33
6511,1209,0,3,9,13.83
6512,960,0,7,1,27.58
6513,-150,0,2,6,15.16
6514,-41,0,3,9,10.66
6515,227,0,2,1,3
6516,475,0,4,9,18.08
6517,381,0,5,4,9.33
6518,98,0,3,9,6.91
6519,-93,0,2,7,2.16
6520,-71,0,4,8,9.08
6521,-15,0,3,7,5.66
6522,-148,0,3,4,15.08
6523,218,0,2,8,14.41
6524,487,0,3,6,11
6525,358,0,2,7,0.33
6526,154,0,4,5,24.25
6527,-4,1,4,7,0.5
6528,381,0,3,9,3.91
6529,111,0,3,1,4.33
6530,142,0,3,7,15.91
6531,92,0,4,7,21.91
6532,301,0,6,3,17.5
6533,-23,0,2,1,7.66
6534,-25,0,4,9,14.5
6535,-37,0,4,6,5.16
6536,-34,0,7,3,2.16
6537,-170,0,2,6,2.66
6538,65,0,5,9,13.66
6539,346,0,6,5,36.08
6540,-83,0,4,5,10.16
6541,366,0,6,6,39.91
6542,118,0,5,4,28.16
6543,229,0,4,6,15.91
6544,-130,0,3,5,5.75
6545,64,0,3,3,6.75
6546,-151,0,7,1,23.33
6547,-34,0,6,5,12.25
6548,128,0,2,7,5.75
6549,-68,0,3,2,1.5
6550,54,0,4,4,7.41
6551,-155,0,3,5,9.41
6552,-30,0,2,9,7.25
6553,539,0,2,9,4.5
6554,-94,1,3,3,3.75
6555,-3,0,3,6,8.5
6556,-8,0,2,3,3.91
6557,-110,0,3,3,5
6558,-40,0,5,5,19.75
6559,-52,0,6,4,23.33
6560,167,0,7,2,35.41
6561,1711,0,4,9,21.33
6562,69,0,2,9,7.91
6563,268,0,7,7,1.5
6564,135,1,3,5,1.25
6565,-26,1,4,6,18.33
6566,-35,0,4,9,4
6567,-86,0,4,5,7.33
6568,-162,0,7,3,2.66
6569,-54,0,3,6,6.75
6570,247,0,2,8,7.66
6571,-35,0,4,5,6.66
6572,67,0,4,4,6.5
6573,790,0,3,6,6.41
6574,-42,0,5,6,3.66
6575,-70,0,7,6,28.58
6576,-25,0,7,3,18.66
6577,105,0,6,3,9.16
6578,379,0,6,6,23.41
6579,228,0,6,6,11.91
6580,810,0,5,6,36.5
6581,-49,1,2,3,5.75
6582,-49,0,3,1,10.08
6583,191,0,7,4,7
6584,-35,0,4,4,20.5
6585,-31,1,2,5,5.66
6586,-44,0,3,9,5.41
6587,-165,0,2,4,2.83
6588,803,0,2,8,5.66
6589,-80,0,5,7,21.91
6590,1243,0,4,9,12.33
6591,507,0,7,4,19.83
6592,693,0,4,7,3.75
6593,16,0,5,8,0.91
6594,86,0,6,4,18
6595,-17,0,5,7,4.41
6596,671,0,4,9,2
6597,397,1,5,3,14.91
6598,-61,1,4,8,11.08
6599,-8,0,3,4,6.91
6600,-6,0,6,3,9
6601,20,0,2,5,8.66
6602,-1,0,7,1,28.08
6603,-158,0,3,8,2.33
6604,-3,0,1,6,3.91
6605,346,0,7,1,2.66
6606,-25,0,3,6,11
6607,-52,0,6,6,6.66
6608,4,0,6,6,1.33
6609,-21,0,2,1,6.58
6610,-33,0,3,1,1.91
6611,-101,0,3,8,5.08
6612,-61,0,4,3,6.08
6613,144,0,3,5,0.33
6614,554,0,2,3,16.58
6615,-200,0,6,7,6.33
6616,14,0,2,7,1.16
6617,420,0,4,4,20.58
6618,-22,0,2,6,9.5
6619,-53,0,2,1,3.58
6620,101,0,4,7,17.33
6621,289,0,4,6,5.58
6622,-1,0,4,9,16.91
6623,-12,0,3,5,6.75
6624,91,0,7,7,18
6625,76,0,4,3,26.16
6626,-32,0,3,8,8.41
6627,990,0,5,6,4
6628,11,0,4,5,11.25
6629,694,0,4,9,18.41
6630,-56,0,3,6,6.41
6631,369,0,3,9,3.5
6632,749,1,2,9,12.41
6633,-76,0,3,3,15
6634,-9,0,7,2,3.66
6635,9,1,5,6,1.66
6636,50,0,7,4,0.25
6637,472,0,7,6,29.08
6638,-109,0,4,6,4.08
6639,348,0,5,1,6.66
6640,-220,0,4,6,6.16
6641,-20,0,1,3,2
6642,544,0,7,9,14.83
6643,254,0,2,1,3.66
6644,-17,0,2,3,4.75
6645,-31,0,4,5,3.08
6646,117,0,6,8,27
6647,232,0,2,6,4.33
6648,146,0,7,2,5.75
6649,56,0,5,4,0.25
6650,79,0,3,9,0.91
6651,-6,0,3,6,3.41
6652,15,0,7,3,9.33
6653,-17,0,2,6,4.91
6654,831,0,4,8,16.91
6655,-66,0,3,4,11.08
6656,71,0,3,4,10.08
6657,72,0,6,3,12.5
6658,-5,1,5,4,7.75
6659,766,0,4,6,5.66
6660,-53,0,7,5,5.41
6661,684,0,4,9,21.08
6662,-83,0,4,5,13.83
6663,207,0,7,2,8.33
6664,6,0,2,7,12.41
6665,81,0,3,3,6.66
6666,-2,0,2,8,1.83
6667,-25,0,1,7,4.16
6668,-34,0,4,9,6.41
6669,83,0,4,6,11.33
6670,-51,0,5,1,1.75
6671,516,0,7,6,24.25
6672,-67,0,4,4,5.83
6673,211,0,6,6,8.83
6674,-82,0,6,1,0.66
6675,48,0,3,3,0.41
6676,-91,0,6,7,8.33
6677,19,0,5,5,30
6678,5,0,3,6,2.58
6679,-79,0,4,6,6
6680,273,0,3,3,2.16
6681,-57,0,6,6,1.25
6682,115,1,4,8,21.33
6683,-29,0,3,7,15.16
6684,1236,0,7,4,30.08
6685,-9,0,5,1,5.33
6686,-167,0,3,9,17.75
6687,1,1,6,4,0.5
6688,-108,0,4,7,12.91
6689,1131,0,5,7,19.91
6690,811,0,6,8,23.16
6691,-40,0,2,3,1.5
6692,259,1,4,1,27
6693,-68,0,2,6,6.91
6694,-218,0,2,9,3.83
6695,-17,0,5,1,15.33
6696,-28,0,3,4,2.75
6697,135,0,4,9,15.66
6698,-69,0,4,6,3.5
6699,302,1,5,4,9.25
6700,87,0,5,6,12.5
6701,-2,0,3,5,8.41
6702,376,0,2,7,2.08
6703,-31,0,3,7,0.16
6704,-4,0,2,3,6.91
6705,409,1,5,8,20.91
6706,-14,0,3,6,6.16
6707,541,0,3,7,12.25
6708,-26,1,3,4,6.83
6709,60,0,5,6,6.66
6710,148,0,2,9,6.58
6711,212,0,3,6,3.5
6712,1421,0,5,6,17.16
6713,185,0,7,3,22.08
6714,-66,0,4,1,2.5
6715,-159,1,2,6,6.58
6716,1445,0,7,6,35.66
6717,17,0,3,4,21.16
6718,410,0,5,7,22.08
6719,-26,1,2,6,3.75
6720,-20,0,6,4,4.08
6721,-48,0,5,6,4
6722,99,0,4,7,8.25
6723,22,0,4,1,2.16
6724,17,0,5,6,5.08
6725,-34,0,5,9,6.83
6726,-19,0,2,1,1.91
6727,134,0,2,9,1.5
6728,244,0,3,6,2.75
6729,-118,0,6,7,15
6730,-93,0,6,3,24.83
6731,-21,1,3,4,3.91
6732,-35,0,3,8,2.83
6733,294,0,4,8,14.5
6734,81,0,6,9,10.33
6735,187,0,4,7,13.83
6736,832,0,5,7,16.5
6737,-15,0,5,7,4.08
6738,92,0,5,5,4.33
6739,53,0,5,6,24.91
6740,-3,0,4,6,13.75
6741,378,1,4,6,21.58
6742,-1,1,2,6,10.91
6743,44,0,7,3,32
6744,-35,0,5,2,21.25
6745,-34,0,5,7,4.25
6746,79,0,2,7,7.83
6747,-91,0,7,4,22.91
6748,-54,0,3,3,12.58
6749,-139,0,7,4,27.58
6750,121,0,4,7,4.75
6751,124,0,1,4,16.41
6752,-15,1,6,4,13.25
6753,-29,0,1,5,2.41
6754,-17,0,6,7,9.83
6755,-9,0,7,1,19.08
6756,101,0,3,7,13.66
6757,-6,0,6,5,2.41
6758,-1,0,2,4,3.08
6759,-64,0,7,6,6.75
6760,-6,0,3,4,0.33
6761,1061,0,3,9,4.66
6762,-30,0,3,9,1.41
6763,-86,0,4,5,10.41
6764,-155,0,5,9,1.83
6765,6,0,6,3,4.41
6766,66,1,2,6,18.91
6767,4,0,3,6,7.08
6768,229,1,4,7,15.83
6769,-141,0,5,3,9.66
6770,719,0,3,6,12.25
6771,577,1,4,9,6.41
6772,-35,1,3,5,6.41
6773,379,0,7,6,28.41
6774,49,0,2,9,7.41
6775,-8,0,4,5,5.75
6776,-165,0,4,6,23.5
6777,278,0,2,6,5.16
6778,137,0,2,7,7.58
6779,273,0,4,6,10.16
6780,-109,0,4,3,5.66
6781,43,0,2,8,6.91
6782,30,0,2,4,6.75
6783,-12,0,3,1,11.75
6784,161,1,6,4,28.91
6785,-50,0,4,7,17.91
6786,-51,0,3,6,9.66
6787,-103,0,3,6,4.5
6788,31,0,5,6,13.08
6789,266,0,5,6,20.33
6790,-17,0,4,3,22.66
6791,-176,0,4,6,12.5
6792,345,0,4,7,7.16
6793,-119,1,2,4,3.5
6794,-17,0,4,8,7.91
6795,-174,0,5,7,4.41
6796,-98,0,1,3,4.08
6797,13,0,4,5,18.66
6798,-47,1,4,6,1.41
6799,57,0,4,2,3.33
6800,-27,0,4,6,1.5
6801,-37,0,3,6,6.25
6802,-25,1,3,6,8.33
6803,36,0,2,1,2.08
6804,3,0,7,3,26
6805,-71,0,5,1,22.41
6806,77,0,4,5,21.5
6807,873,0,7,6,6.08
6808,133,0,3,6,0.75
6809,-183,0,2,6,3.5
6810,-45,0,4,7,15.91
6811,-29,0,4,2,0.58
6812,438,0,4,7,10.41
6813,408,0,5,5,19.25
6814,-63,0,5,7,2.66
6815,-19,0,3,5,3.5
6816,4,0,2,3,11.5
6817,977,0,6,7,23.91
